,min_years_of_experience,min_hourly_salary,max_hourly_salary,min_yearly_salary,max_yearly_salary,required_degree,remote_work,required_skills
1421,,,,,,,False,"['Python', 'SQLAlchemy', 'Flask', 'Linux', 'Unix', 'Git', 'Terraform', 'Agile', 'Kanban']"
1422,,30.0,50.0,,,BS,True,"['Math', 'English']"
1423,8.0,,,189000.0,284000.0,BS,False,"['software development', 'data structures', 'algorithms', 'programming languages', 'testing', 'software design', 'architecture', 'generative AI', 'machine learning', 'data engineering', 'model training', 'model evaluation']"
1424,2.0,,,95070.0,124935.0,MS,False,"['communication', 'data_analysis', 'Excel', 'programming', 'data_visualization', 'Microsoft_Office']"
1425,,25.0,50.0,,,BS,True,"['Java', 'Python', 'JavaScript', 'TypeScript', 'C++', 'Swift', 'Verilog']"
1426,6.0,,,,,,True,"['AI Development', 'AI Architecture', 'Innovation', 'Collaboration', 'Python', 'PyTorch', 'TensorFlow', 'cloud-based ML deployment', 'LLM Mastery', 'Architectural Strength', 'Product-Focused Approach']"
1427,,,,187000.0,240000.0,PHD,True,"['deep learning', 'reinforcement learning', 'natural language processing', 'distributed training', 'PyTorch', 'TensorFlow', 'GPU programming', 'model compression']"
1428,,25.0,50.0,,,BS,True,"['coding', 'Java', 'Python', 'JavaScript', 'TypeScript', 'C++', 'Swift', 'Verilog']"
1429,1.0,,,,,,False,"['Data Science', 'NLP', 'LLMs', 'Python', 'machine learning']"
1430,5.0,,,79000.0,132000.0,,False,"['data science', 'analytics', 'machine learning', 'statistics', 'scalable coding', 'SQL', 'R', 'Python', 'data science tools', 'business acumen', 'digital marketing', 'marketing methods', 'Bayesian methods', 'communication']"
1431,,,,201960.0,293250.0,Graduate degree,False,"['computer vision', 'deep learning', 'reinforcement learning', 'natural language processing', 'algorithms', 'data structures', 'object-oriented programming', 'Python', 'JavaScript', 'Tensorflow', 'PyTorch', 'cloud technology', 'generative AI']"
1432,,,,,,,False,"['Machine Learning', 'Visual Analytics', 'Analytics Consultant', 'Statistical Methods', 'Data Integrity', 'Process Improvement', 'Coaching', 'Mentoring', 'KPI Creation']"
1433,1.0,,,75600.0,172000.0,BS,True,"['statistics', 'operations research', 'advanced mathematics', 'R', 'Python', 'qualitative analysis', 'quantitative analysis', 'optimization', 'modeling', 'simulation', 'decision analysis', 'data gathering', 'data cleansing', 'data parsing']"
1434,,,,150000.0,300000.0,PhD,False,"['Distributed Systems', 'Cryptography', 'Programming Languages', 'Game Theory', 'Databases', 'Security and Privacy', 'Communication Skills']"
1435,2.0,,,,,BS,False,"['analytics', 'healthcare', 'programming', 'SQL', 'Python', 'Snowpark', 'dbt', 'data visualization', 'cloud technologies', 'Tableau', 'PowerBI', 'statistical analysis']"
1436,5.0,0.0,0.0,140000.0,180000.0,MS,False,"['data science', 'healthcare analytics', 'NLP', 'Python', 'machine learning', 'cloud technologies', 'Generative AI', 'data modeling', 'statistics', 'deep learning']"
1437,,75.0,110.0,,,MS,True,"['data science', 'B2C analysis', 'machine learning', 'Python', 'SQL', 'predictive modeling', 'statistical analysis', 'ARIMA', 'regression', 'xgboost', 'Random Forest', 'DBT', 'Airflow', 'problem-solving']"
1438,,,,,,,True,"['machine learning', 'deep learning', 'Python', 'generative AI', 'back-end development', 'API development', 'NLP techniques', 'cloud platforms', 'chunking strategies', 'RAG applications', 'LangChain']"
1439,3.0,0.0,0.0,81000.0,91000.0,MS,True,"['machine learning', 'data modeling', 'feature extraction', 'supervised learning', 'programming', 'data visualization', 'big data', 'statistical modeling', 'data pipelines']"
1440,3.0,,,,,MS,False,"['DNA extraction', 'PCR', 'immunoassay', 'sample processing', 'data entry', 'laboratory skills', 'time management']"
1441,,25.0,50.0,,,BS,True,"['Java', 'Python', 'JavaScript', 'TypeScript', 'C++', 'Swift', 'Verilog', 'computer science']"
1442,,,,203000.0,225500.0,,False,
1443,,,,129300.0,161600.0,BS,False,"['Quantization', 'Neural Networks', 'Sparsity', 'C++', 'Python', 'Numpy', 'Pytorch']"
1444,5.0,,,,,MS,True,"['machine learning', 'predictive modeling', 'causal inference', 'data science', 'Python', 'SQL', 'growth marketing']"
1445,5.0,0.0,0.0,125500.0,212800.0,BS,False,"['data science', 'machine learning', 'statistical modeling', 'data querying', 'scripting', 'deep learning', 'AWS']"
1446,2.0,,,143000.0,286000.0,MS,True,"['Data Science', 'Machine Learning', 'Deep Learning', 'Reinforcement Learning', 'GenAI', 'Python', 'Java', 'C++', 'Data Wrangling', 'E-Commerce', 'End-to-End Modeling']"
1447,6.0,,,,,BS,False,"['data analysis', 'software development', 'statistics', 'machine learning', 'data modeling', 'analytics', 'big data']"
1448,3.0,51.0,120.0,108480.0,251000.0,BS,True,"['Python', 'Big Data', 'AI-ML', 'APIs', 'Document AI', 'Generative AI']"
1449,5.0,,,130100.0,188750.0,BS,True,"['machine learning', 'programming', 'Java', 'Python', 'Scala', 'Go', 'MySQL', 'NoSQL', 'web services', 'REST', 'gRPC', 'open-source', 'Single Page Applications', 'Angular']"
1450,5.0,,,,,MS,False,"['Python', 'SQL', 'data analysis', 'machine learning', 'time series forecasting', 'statistical methodologies', 'A|B testing', 'cloud technologies']"
1451,0.0,30.0,45.0,,,Ph.D./Master’s/Bachelor’s,False,"['laboratory experiments', 'data analysis', 'technical writing', 'problem solving']"
1452,,,,,,BS/MS,False,"['Java', 'software development', 'Core Java', 'JavaScript', 'C++', 'Spring Boot', 'Microservices', 'REST API', 'Statistics', 'Python', 'data visualization', 'NLP', 'Text mining', 'Tableau', 'Time series analysis']"
1453,6.0,,,85000.0,,MS or PhD,False,"['GNSS modeling', 'data analysis', 'Satellite orbit', 'determination', 'Precise position', 'estimation', 'Unix/Linux', 'scientific programming', 'data visualization', 'web development', 'databases']"
1454,,,,,,BS/MS,False,"['Core Java', 'javascript', 'C++', 'software programming', 'Spring boot', 'Microservices', 'Docker', 'Jenkins', 'Github', 'Kubernates', ""REST API's"", 'Statistics', 'Gen AI', 'LLM', 'Sagemaker', 'Python', 'Computer Vision', 'data visualization tools']"
1455,,,,45000.0,,BS,False,"['microscopy', 'optical engineering', 'fluorescence microscopy', 'light sheet imaging', 'computer vision', 'data collection', 'training']"
1456,,,,,,,False,"['software engineering', 'web-based platforms', 'multi-platform applications', 'CI/CD', 'Operating Systems', 'Databases', 'NextJS', 'Postgres', 'Azure']"
1457,,25.0,50.0,,,BS,True,"['computer science', 'Java', 'Python', 'JavaScript', 'TypeScript', 'C++', 'Swift', 'Verilog', 'attention to detail']"
1458,2.0,,,136000.0,222200.0,PhD,False,"['deep learning', 'programming', 'neural methods', 'machine learning', 'Pytorch', 'Tensor Flow', 'generative models', 'research', 'communication']"
1459,10.0,103.0,113.0,215000.0,235000.0,BS,True,"['machine learning', 'pyTorch', 'Python', 'Numpy', 'Scikit-Learn', 'Pandas', 'LLMs', 'k8s', 'AWS', 'GCP', 'Azure', 'CI/CD']"
1460,10.0,,,215000.0,235000.0,BS,True,"['machine learning', 'distributed applications', 'PyTorch', 'Python', 'cloud platforms', 'CI/CD', 'team collaboration', 'communication']"
1461,10.0,,,105000.0,105000.0,Ph.D.,False,"['research', 'collaboration', 'manuscripts', 'proposals', 'climate modeling', 'mentoring', 'data management']"
1462,10.0,0.0,0.0,215000.0,235000.0,BS,True,"['machine learning', 'MLOps', 'PyTorch', 'data processing', 'cloud platforms', 'CI/CD', 'communication', 'team collaboration']"
1463,6.0,,,,,BS/MS,False,"['statistical analysis', 'predictive models', 'analytic charts', 'Elasticsearch', 'RegEx', 'machine learning', 'Natural Language Processing', 'regression analysis', 'Python', 'MATLAB', 'SQL', 'Metric Database']"
1464,5.0,60.0,70.0,,,BS,False,"['MLOps', 'Azure', 'Terraform', 'ML Flow', 'monitoring', 'observability', 'programming', 'CI/CD', 'data science', 'containerization', 'API integration', 'machine learning frameworks', 'ModelDB', 'Kubeflow', 'Pachyderm', 'Data Version Control', 'Dataiku', 'Datarobot', 'experiment tracking', 'model training']"
1465,4.0,,,106000.0,191100.0,BS/MS,True,"['data analysis', 'data visualization', 'machine learning', 'big data', 'statistical techniques', 'SQL', 'communication', 'cross functional']"
1466,2.0,,,72150.0,130425.0,BA/MS,False,"['programming languages', 'data preprocessing', 'machine learning', 'ArcGIS', 'PostgreSQL', 'APIs', 'data visualization']"
1467,10.0,0.0,0.0,215000.0,235000.0,BS,True,"['ML algorithms', 'cloud platforms', 'CI/CD', 'PyTorch', 'Python', 'k8s', 'communication', 'teamwork']"
1468,4.0,,,,300000.0,,False,"['Machine Learning', 'Generative AI', 'NLP', 'Deep Learning', 'Software Engineering', 'Startup Experience']"
1469,4.0,,,124000.0,170500.0,BS,False,"['data visualization', 'PowerPoint', 'UI design', 'UX design', 'Tableau', 'data analysis', 'presentation development']"
1470,,,,,,BS,False,"['database administration', 'data mining', 'machine learning', 'SCADA systems', 'Python', 'R', 'MS SQL', 'Oracle SQL', 'cloud platforms', 'big data technologies', 'TensorFlow', 'PyTorch', 'Scikit-Learn']"
1471,0.0,,,,,B.S/M.S.,False,"['CRISPR', 'NGS', 'INDEL', 'TLA', 'long-read sequencing', 'process improvements', 'molecular biology', 'technical report writing', 'statistics', 'data analysis', 'vector design', 'collaboration']"
1472,10.0,,,215000.0,235000.0,BS,True,"['machine learning', 'MLOps', 'Python', 'PyTorch', 'CI/CD', 'cloud platforms']"
1473,3.0,,,170000.0,250000.0,BS/MS,False,"['machine learning', 'data engineering', 'Python', 'distributed computing', 'data pipelines', 'video processing', 'feature engineering', 'MLOps']"
1474,,25.0,50.0,,,BS,True,"['programming', 'Java', 'Python', 'JavaScript', 'TypeScript', 'C++', 'Swift', 'Verilog', 'attention to detail']"
1475,3.0,,,108000.0,216000.0,Ph.D.,False,"['machine learning', 'data analysis', 'NLP', 'computer vision', 'data cleaning', 'Python', 'Java', 'Scala', 'TensorFlow', 'PyTorch', 'Spark', 'Hadoop']"
1476,10.0,0.0,0.0,215000.0,235000.0,BS,True,"['machine learning', 'distributed application', 'PyTorch', 'Python', 'AWS', 'GCP', 'Azure', 'CI/CD']"
1477,,25.0,50.0,,,BS,True,"['coding', 'computer science', 'Java', 'Python', 'JavaScript', 'TypeScript', 'C++', 'Swift', 'Verilog', 'attention to detail']"
1478,,,,,,,False,"['PyTorch', 'Deep Learning', 'Data Curation', 'Software Engineering', 'Generative Models', 'Transformer Architectures', 'GPU Clusters', 'Cloud Infrastructure']"
1479,5.0,,,125500.0,212800.0,BS,False,"['data science', 'machine learning', 'statistical modeling', 'SQL', 'Python', 'statistics', 'mathematics', 'data analysis', 'deep learning', 'AWS']"
1480,10.0,0.0,0.0,215000.0,235000.0,BS,True,"['machine learning', 'MLOps', 'PyTorch', 'cloud platforms', 'CI/CD', 'communication', 'teamwork']"
1481,,25.0,50.0,,,BS,True,"['coding', 'computer science', 'Java', 'Python', 'JavaScript', 'TypeScript', 'C++', 'Swift', 'Verilog', 'attention to detail']"
1482,10.0,0.0,0.0,215000.0,235000.0,BS,True,"['ML algorithms', 'MLOps', 'cloud platforms', 'CI/CD tools', 'communication']"
1483,,,,150000.0,190000.0,BS/MS,False,"['large-scale LLMs', 'ML and RL software', 'novel research', 'fine-tuning', 'RLHF', 'communication skills']"
1484,3.0,40.0,76.0,83200.0,159450.0,PhD or MSc,False,"['Machine Learning', 'AI', 'Programming', 'Statistical Analysis', 'Data Visualization', 'MLOps', 'Data Management']"
1485,,25.0,50.0,,,BS,True,"['Java', 'Python', 'JavaScript', 'TypeScript', 'C++', 'Swift', 'Verilog', 'computer science', 'attention to detail']"
1486,,,,,,,False,"['Python', 'Linux', 'Leadership', 'Communication', 'Presentation']"
1487,,25.0,50.0,,,BS,True,"['Java', 'Python', 'JavaScript', 'TypeScript', 'C++', 'Swift', 'Verilog', 'attention to detail', 'computer science']"
1488,7.0,,,140000.0,175000.0,PhD,False,"['data science', 'SQL', 'SparkSQL', 'Python', 'PySpark', 'statistical modeling', 'machine learning', 'AWS', 'cloud computing', 'Git', 'model deployment']"
1489,,,,,,BS,True,"['NLP', 'Python', 'text analysis', 'chatbots', 'sentiment analysis']"
1490,5.0,,,159100.0,194150.0,STEM-related field,True,"['SQL', 'Python', 'ML', 'data visualization', 'communication', 'analytical']"
1491,2.0,,,,,BS,True,"['qualitative research', 'quantitative research', 'product testing', 'data analysis', 'reporting', 'market research', 'communication', 'project management', 'creative methodologies', 'consumer insights']"
1492,3.0,,,,,BS,False,"['machine learning', 'data science', 'Python', 'R', 'Java', 'TensorFlow', 'PyTorch', 'Scikit-learn', 'Pandas', 'NumPy', 'AWS', 'Google Cloud', 'Azure', 'Microsoft Office']"
1493,,,,170000.0,190000.0,Graduate degree,True,"['NLP', 'predictive modeling', 'Python', 'SQL', 'Machine Learning', 'data analysis', 'data structures', 'visualization', 'Unix commands']"
1494,6.0,,,184000.0,270000.0,,True,"['Data Science', 'Machine Learning', 'Predictive Modeling', 'NLP', 'GenAI', 'Python', 'SQL', 'R', 'AWS', 'MySQL']"
1495,3.0,0.0,0.0,110000.0,192050.0,Advanced degree,False,"['Python', 'SQL', 'machine learning', 'data mining', 'HCP data', 'CRM analytics', 'online media', 'adtech', 'Apache Spark', 'sparkML', 'scikit-learn', 'TensorFlow', 'Keras', 'XGBoost', 'Tidyverse', 'AWS', 'Google Cloud Platform', 'LLMs']"
1496,,25.0,50.0,,,BS,True,"['Java', 'Python', 'JavaScript', 'TypeScript', 'C++', 'Swift', 'Verilog', 'computer science']"
1497,5.0,,,,,MS/PhD,False,"['software engineering', 'RAG systems', 'AI systems', 'Python', 'vector databases', 'AI/ML infrastructure', 'retrieval systems', 'prompt engineering', 'performance optimization']"
1498,,,,165000.0,205000.0,,True,"['Python', 'SQL', 'statistical modeling', 'machine learning', 'data driven product', 'project management', 'version control', 'unit testing', 'CI/CD']"
1499,2.0,,,108600.0,163000.0,MS,True,"['Python', 'SQL', 'NLP', 'information retrieval', 'Text summarization', 'GenAI', 'RAG', 'Large Language Models', 'multimodal models']"
1500,0.0,,,,,BS/MS,False,"['programming language Java', 'Core Java', 'javascript', 'C++', 'software programming', 'Spring boot', 'Microservices', 'REST API', 'Statistics', 'Python', 'data visualization', 'NLP', 'Text mining', 'Tableau', 'Time series analysis', 'written communication', 'verbal communication']"
1501,10.0,,,,,Masters Degree,False,"['emergency management', 'consulting', 'data analytics', 'GIS', 'spatial analysis', 'Agile', 'DevSecOps', 'Configuration Management', 'Change Management']"
1502,,25.0,50.0,,,BS,True,"['Java', 'Python', 'JavaScript', 'TypeScript', 'C++', 'Swift', 'Verilog', 'attention to detail']"
1503,5.0,,,172000.0,206000.0,BS,False,"['Python', 'SQL', 'Marketplace experimentation', 'Statistical models', 'Metrics design', 'Data diagnostics']"
1504,,25.0,50.0,,,BS,True,"['programming', 'computer science', 'Java', 'Python', 'JavaScript', 'TypeScript', 'C++', 'Swift', 'Verilog', 'English']"
1505,3.0,0.0,0.0,83736.0,166309.0,BS,True,"['data mining', 'machine learning', 'statistical modeling', 'data science tools', 'software engineering', 'communication', 'customer service']"
1506,4.0,,,,,BS,True,"['analytical skills', 'data mining', 'statistical modeling', 'machine learning', 'deep learning', 'python', 'sql', 'pyspark', 'scala', 'problem solving', 'communication']"
1507,1.0,,,58000.0,68000.0,,True,"['R', 'Python', 'statistical programs', 'spreadsheets', 'database applications', 'SQL', 'Javascript', 'XML', 'JSON', 'HTML', 'teamwork', 'communication', 'analytical', 'problem-solving']"
1508,2.0,56.0,173.0,,173000.0,BS,False,"['machine learning', 'recommendation systems', 'pattern recognition', 'data mining', 'artificial intelligence', 'Python', 'Javascript', 'Hack', 'Pytorch', 'TensorFlow']"
1509,5.0,,,,,MS/PhD,False,"['machine learning', 'deep learning', 'computer vision', 'C++ programming', 'Python programming', 'Lidar', 'Mono/Stereo cameras', 'IMU', 'multi-modal learning', 'robotics']"
1510,5.0,,,137000.0,160000.0,MS,False,"['Data Science', 'SQL', 'Python', 'ML Models', 'MLFlow', 'AWS Sagemaker', 'Collaboration', 'Stakeholder Communication']"
1511,,80.0,130.0,,,,True,"['AI system development', 'model evaluation', 'large language models', 'data acquisition', 'cloud platforms', 'proprietary models', 'NLP libraries', 'Python', 'MLOps', 'GenAI', 'communication skills', 'Agile', 'Programming Languages', 'ML Frameworks', 'Cloud Technologies', 'Databases', 'Web Frameworks', 'Version Control', 'Operating Systems']"
1512,,,,,,Advanced degree,False,"['data analysis', 'data modeling', 'predictive modeling', 'statistical languages', 'machine learning', 'problem-solving']"
1513,3.0,,,,,,True,"['R programming', 'Shiny applications', 'biopharma', 'python coding', 'database management']"
